1,1.59802
2,1.45826
3,1.59717
4,1.44791
5,1.29208
6,1.3005
7,1.60215
8,1.37813
9,1.26897
10,1.31174
11,1.17971
12,1.24311
13,1.22892
14,1.39077
15,1.1872
16,1.47056
17,1.34653
18,1.21057
19,1.31316
20,1.25486
21,1.44657
22,1.18181
23,1.41505
24,1.32766
25,2.29939
26,1.2613
27,1.46687
28,1.27504
29,1.23699
30,1.22442
31,1.742
32,1.33955
33,1.24998
34,1.17012
35,1.17351
36,1.21257
37,1.577
38,1.73642
39,1.5819
40,1.20979
41,1.47415
42,1.81921
43,1.34279
44,1.72874
45,1.26206
46,1.57133
47,1.18431
48,1.34894
49,1.35799
50,1.24746
51,1.25416
52,1.25154
53,1.24515
54,1.32045
55,1.57238
56,1.17678
57,1.22139
58,1.4543
59,1.29204
60,1.19006
61,1.47132
62,1.30522
63,1.30963
64,1.35665
65,2.32267
66,1.27955
67,1.33642
68,1.68943
69,1.42158
70,1.4479
71,1.56854
72,1.2967
73,1.52658
74,1.3132
75,1.46712
76,1.29501
77,1.66071
78,1.37752
79,1.31174
80,1.81675
81,1.28563
82,1.55709
83,1.41506
84,1.25552
85,1.40311
86,1.39581
87,1.63263
88,1.27548
89,1.61819
90,1.40425
91,1.31028
92,1.82164
93,1.43553
94,1.41463
95,1.3783
96,1.36271
97,1.41147
98,1.46408
99,1.24563
100,1.52501
101,1.52748
102,1.51508
103,1.73869
104,1.50602
105,1.96599
106,1.35407
107,1.41734
108,1.32162
109,1.26995
110,1.4928
111,1.57454
112,1.17935
113,1.24049
114,1.43125
115,1.21542
116,1.30863
117,2.09315
118,1.51182
119,1.27543
120,1.57159
121,1.2972
122,1.27075
123,1.22113
124,1.35234
125,1.19793
126,1.19895
127,1.24933
128,1.49868
129,1.43388
130,1.26845
131,1.3675
132,1.22808
133,1.35856
134,1.22583
135,1.84092
136,1.32071
137,1.36667
138,1.28208
139,1.45404
140,1.5403
141,1.46437
142,1.26085
143,1.18958
144,1.37951
145,1.50956
146,1.30621
147,1.16416
148,1.27287
149,1.92154
150,1.2463
151,1.27337
152,1.46516
153,1.24141
154,1.1633
155,1.32757
156,1.27838
157,1.31732
158,1.25102
159,1.15618
160,1.70278
161,1.20869
162,1.62152
163,1.35495
164,1.46113
165,1.47154
166,1.1813
167,1.17356
168,1.2081
169,1.53462
170,1.4369
171,1.26642
172,1.37796
173,1.25031
174,1.5042
175,1.42533
176,1.3733
177,1.22773
178,1.43965
179,1.46244
180,1.24657
181,1.37133
182,1.355
183,1.22039
184,1.17143
185,1.31141
186,1.33705
187,1.45001
188,1.62374
189,1.44483
190,1.4078
191,1.20369
192,1.61869
193,1.38074
194,1.27893
195,1.57853
196,1.20835
197,1.24323
198,2.17842
199,1.38194
200,1.26997
201,1.19582
202,1.25221
203,1.23322
204,1.41561
205,1.32001
206,1.43167
207,1.24545
208,1.33819
209,1.47049
210,1.35637
211,1.57518
212,1.22896
213,1.49323
214,1.27682
215,1.29432
216,1.71144
217,1.36473
218,1.23462
219,1.67521
220,1.23585
221,1.22473
222,1.29656
223,1.45629
224,1.5697
225,1.59861
226,1.41504
227,1.30543
228,1.29384
229,1.21842
230,1.57999
231,1.2813
232,1.16907
233,1.28005
234,1.2828
235,1.39899
236,1.21542
237,1.19633
238,1.25523
