1,5.61846
2,4.87786
3,5.0103
4,4.79927
5,5.21818
6,5.17377
7,5.43544
8,5.5246
9,5.31765
10,5.4352
11,5.05692
12,4.9264
13,4.98607
14,5.42396
16,5.15792
17,4.97833
18,5.71306
19,4.93803
21,5.41676
22,4.93734
23,5.29331
24,5.5873
25,5.49809
26,5.46508
27,4.67376
28,5.49621
29,5.11999
30,5.51932
31,5.02626
32,4.89357
33,5.57692
34,5.08708
35,5.55565
36,5.63579
37,5.47123
39,5.224
41,5.04015
42,5.38491
43,5.25057
44,4.98583
45,5.24996
47,5.63438
48,4.92925
49,5.16768
50,4.76361
51,4.82112
53,5.215
54,5.19263
55,4.96677
56,5.03024
58,5.14835
59,5.43444
60,4.85176
61,4.96048
64,5.62537
65,5.46069
66,5.59993
67,5.63575
68,5.50616
70,4.59402
71,5.53246
73,5.08314
74,5.23017
75,5.47869
76,5.04542
77,5.12222
78,5.36849
79,4.91467
81,5.08105
82,5.8043
83,5.05471
84,4.90107
85,5.07103
86,4.49562
87,4.77736
88,4.95036
90,4.71377
92,5.45271
93,5.04981
94,5.27445
95,4.7858
96,4.93368
97,5.2307
99,5.00347
100,5.4263
101,5.46504
102,4.89981
103,5.23965
104,5.3008
105,5.18396
106,5.30532
107,5.34601
108,5.6568
109,5.65729
110,5.30528
111,5.01998
112,4.85618
113,4.93444
114,5.23063
115,5.55217
116,5.31811
117,5.17875
118,4.98733
119,5.57002
120,4.88275
122,5.06785
123,5.31117
124,5.25922
125,5.21943
127,5.05949
129,4.82621
130,4.41988
131,5.18239
132,5.36542
134,5.38151
135,5.07882
136,5.69675
137,4.99418
138,4.92507
139,4.98327
140,5.34105
143,5.29066
144,5.35833
145,5.0242
146,4.91688
147,5.5919
148,5.45186
149,4.85345
150,5.19959
151,5.25275
152,4.58871
153,5.66029
155,5.51777
157,5.43954
158,5.30012
159,4.96822
160,5.37537
161,5.49399
162,4.57081
163,4.97335
164,5.71916
165,5.45476
167,5.44978
168,5.65444
169,5.22352
170,5.19163
171,5.35662
172,5.54272
173,5.19488
174,5.12657
175,5.40266
176,4.96155
177,5.42825
178,5.13941
179,5.59611
180,5.05737
181,5.57122
182,5.23519
183,5.60076
184,4.80534
185,5.57613
187,5.46195
188,5.12824
189,5.37207
190,4.69042
191,4.6005
192,5.59313
193,5.70667
194,5.10331
195,5.46696
196,4.58738
197,4.83746
198,5.46937
199,5.04019
201,4.95765
202,5.1696
203,5.18345
205,5.36708
206,5.60318
207,5.4767
208,5.48946
209,5.61754
210,4.78937
211,5.50792
212,5.3678
213,5.10817
214,5.47065
215,5.20879
216,4.99051
217,5.35857
218,5.33451
219,5.24353
220,5.71335
221,5.63735
222,4.76023
223,5.1265
224,5.31241
225,4.66227
227,5.11121
228,5.441
229,5.14755
230,4.86421
231,5.00247
232,5.4325
234,5.48073
235,4.91856
236,5.16546
238,5.45502
239,5.46456
240,4.81642
242,4.92119
243,5.63587
244,5.19437
245,5.20321
246,5.08723
247,5.08709
248,4.97958
249,5.53225
252,5.19509
253,4.95333
254,5.51702
255,5.21659
257,5.74486
258,4.93263
260,5.64005
262,5.40024
263,4.99338
264,5.69234
266,5.13891
267,5.39691
268,5.06921
269,5.08335
270,5.40126
271,5.51458
272,5.12348
273,5.3003
274,4.46449
275,4.91248
276,5.16173
277,5.56109
278,5.12516
279,5.50794
280,5.43434
281,5.0987
282,5.02643
283,5.60786
284,5.64059
285,5.27751
286,5.16665
287,4.92229
288,5.08521
289,5.25981
290,4.98472
291,5.12182
292,5.17913
293,5.32165
294,5.46096
295,5.58707
296,5.01953
298,5.12855
299,5.55265
301,5.53106
302,5.35014
303,5.76283
304,5.108
305,4.91987
306,4.89008
307,4.76889
308,4.56455
309,5.34791
310,4.64994
311,5.14848
312,5.41343
313,4.93899
315,4.4318
316,4.68779
317,5.62931
318,5.57108
320,5.37341
321,4.61281
323,5.02256
324,5.11482
325,5.33544
327,4.77683
328,5.50585
329,5.72673
331,5.5462
332,5.3231
334,5.5045
335,4.84889
336,4.93983
337,4.64279
338,4.89915
